tag,sada,grp,instance_cnt,temp,inner_iters,min_temp,cooling,max_cycles,meas_cycles,success_rate,restarts_needed,cycles_needed,worst_success,worst_restarts,worst_cycles,q0.05_success,q0.05_restarts,q0.05_cycles,dest_temp_q0.05,duration
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.1,2301,2354,0.0352,84,197736,0,1000000,2354000000,0,1000000,2354000000,0.02,00:49:05.0470771
wuf75-325\M,wuf75-325,M,50,2,1000,0.0333,0.9,38870,31772,0.3176,8,254176,0.02,149,4734028,0.1,29,921388,0.0405511,07:18:28.9691952
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.9,50288,43041,0.4108,6,258246,0.12,24,1032984,0.16,18,774738,0.0157103,01:12:53.1313464
wuf75-325\M,wuf75-325,M,50,2,500,0.01,0.95,51647,43927,0.4104,6,263562,0.08,36,1581372,0.14,20,878540,0.0138108,06:12:05.5410844
wuf75-325\M,wuf75-325,M,50,2,1000,0.1,0.9,28433,22610,0.2216,12,271320,0,1000000,22610000000,0,1000000,22610000000,0.10467,03:09:00.8377915
wuf75-325\M,wuf75-325,M,20,2,500,0.01,0.95,51647,43867,0.36425,7,307069,0.055,53,2324951,0.055,53,2324951,,
wuf75-325\M,wuf75-325,M,50,2,1000,0.00333,0.9,60724,52719,0.4328,6,316314,0.14,20,1054380,0.18,16,843504,0.0114528,04:56:47.3484703
wuf75-325\M,wuf75-325,M,50,2,1000,0.001,0.9,72142,64542,0.4148,6,387252,0.14,20,1290840,0.14,20,1290840,0.0127254,04:14:26.9660085
wuf75-325\M,wuf75-325,M,20,20,500,0.01,0.95,74093,55924,0.35,7,391468,0.095,31,1733644,0.095,31,1733644,,
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.95,103295,88000,0.478,5,440000,0.18,16,1408000,0.18,16,1408000,0.0197767,14:02:38.9164196
wuf75-325\M,wuf75-325,M,50,2,1000,0.0333,0.3,3402,3105,0.0204,146,453330,0,1000000,3105000000,0,1000000,3105000000,0.054,00:23:59.0939462
wuf75-325\M,wuf75-325,M,20,200,500,0.01,0.95,96538,67289,0.35575,7,471023,0.08,36,2422404,0.08,36,2422404,,
wuf75-325\M,wuf75-325,M,50,2,500,0.01,0.1,1151,1155,0.00532,562,649110,0,1000000,1155000000,0,1000000,1155000000,0.02,07:41:01.3495096
wuf75-325\M,wuf75-325,M,50,2,2000,0.01,0.95,206589,176237,0.5972,4,704948,0.16,18,3172266,0.3,9,1586133,0.0298103,19:02:08.8224135
wuf75-325\M,wuf75-325,M,50,2,4000,0.01,0.95,413178,352786,0.7028,3,1058 358,0.2,14,4939004,0.32,8,2822288,0.0580709,1.13:58:30.8382046
wuf75-325\M,wuf75-325,M,50,2,1000,0.01,0.99,527178,448528,0.7456,3,1345 584,0.34,8,3588224,0.38,7,3139696,0.0703963,1.15:13:35.6499806
wuf75-325\M,wuf75-325,M,50,2,1000,0.1,0.3,2488,2202,0.004,748,1647 096,0,1000000,2202000000,0,1000000,2202000000,0.18,00:09:41.3805767
wuf75-325\M,wuf75-325,M,50,2,1000,0.333,0.9,17015,12797,0.01,299,3826 303,0,1000000,12797000000,0,1000000,12797000000,0.333544,05:09:00.7259424
wuf75-325\M,wuf75-325,M,50,2,1000,0.333,0.3,1489,1334,0,1000000,1334 000000,0,1000000,1334000000,0,1000000,1334000000,0.6,00:08:46.0934564
wuf75-325\N,wuf75-325,N,50,2,1000,0.00333,0.3,5314,5006,0.1384,21,105126,0,1000000,5006000000,0.02,149,745894,0.00486,00:09:47.1923493
wuf75-325\N,wuf75-325,N,50,2,1000,0.001,0.3,6313,5984,0.156,18,107712,0,1000000,5984000000,0.02,149,891616,0.001458,00:16:30.1134872
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.3,4401,4036,0.0632,46,185656,0,1000000,4036000000,0,1000000,4036000000,0.0162,01:44:30.1549066
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.7,14855,12457,0.184,15,186855,0.04,74,921818,0.04,74,921818,0.0135645,02:31:46.3380505
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.1,2301,2355,0.0268,111,261405,0,1000000,2355000000,0,1000000,2355000000,0.02,00:52:00.7638782
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.9,50288,43014,0.3588,7,301098,0.02,149,6409086,0.02,149,6409086,0.0141393,07:22:56.6368865
wuf75-325\N,wuf75-325,N,20,2,500,0.01,0.95,51647,43871,0.377,7,307097,0.105,28,1228388,0.105,28,1228388,,
wuf75-325\N,wuf75-325,N,50,2,500,0.01,0.95,51647,43914,0.3528,7,307398,0,1000000,43914000000,0.04,74,3249636,0.0138108,06:09:27.0922426
wuf75-325\N,wuf75-325,N,50,2,1000,0.0333,0.9,38870,31760,0.2808,10,317600,0,1000000,31760000000,0.02,149,4732240,0.0405511,07:10:36.2991529
wuf75-325\N,wuf75-325,N,50,2,1000,0.1,0.9,28433,22610,0.1892,15,339150,0,1000000,22610000000,0,1000000,22610000000,0.10467,01:06:22.7861205
wuf75-325\N,wuf75-325,N,50,2,1000,0.00333,0.9,60724,52704,0.3696,7,368928,0,1000000,52704000000,0.02,149,7852896,0.0114528,01:23:07.4408684
wuf75-325\N,wuf75-325,N,20,20,500,0.01,0.95,74093,55927,0.374,7,391489,0.105,28,1565956,0.105,28,1565956,,
wuf75-325\N,wuf75-325,N,50,2,1000,0.001,0.9,72142,64527,0.3664,7,451689,0,1000000,64527000000,0.02,149,9614523,0.0114528,03:28:09.6640959
wuf75-325\N,wuf75-325,N,20,200,500,0.01,0.95,96538,67287,0.378,7,471009,0.13,22,1480314,0.13,22,1480314,,
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.95,103295,87946,0.4452,6,527676,0,1000000,87946000000,0.04,74,6508004,0.0197767,14:02:59.3813882
wuf75-325\N,wuf75-325,N,50,2,1000,0.0333,0.3,3402,3107,0.0156,191,593437,0,1000000,3107000000,0,1000000,3107000000,0.054,00:18:39.6743806
wuf75-325\N,wuf75-325,N,50,2,2000,0.01,0.95,206589,176080,0.5464,4,704320,0.08,36,6338880,0.14,20,3521600,0.0255586,16:28:28.9637485
wuf75-325\N,wuf75-325,N,50,2,500,0.01,0.1,1151,1156,0.00456,656,758336,0,1000000,1156000000,0,1000000,1156000000,0.02,03:36:47.3614563
wuf75-325\N,wuf75-325,N,50,2,4000,0.01,0.95,413178,352442,0.6436,3,1057 326,0.04,74,26080708,0.26,10,3524420,0.0497886,1.13:54:47.2533414
wuf75-325\N,wuf75-325,N,50,2,1000,0.01,0.99,527178,448122,0.6976,3,1344 366,0.14,20,8962440,0.26,10,4481220,0.0510359,1.16:25:17.1384688
wuf75-325\N,wuf75-325,N,50,2,1000,0.1,0.3,2488,2203,0.0032,935,2059 805,0,1000000,2203000000,0,1000000,2203000000,0.18,00:10:40.7357569
wuf75-325\N,wuf75-325,N,50,2,1000,0.333,0.9,17015,12801,0.0112,266,3405 066,0,1000000,12801000000,0,1000000,12801000000,0.333544,00:37:54.9018841
wuf75-325\N,wuf75-325,N,50,2,1000,0.333,0.3,1489,1334,0,1000000,1334 000000,0,1000000,1334000000,0,1000000,1334000000,0.6,00:06:46.7678860
wuf75-325\Q,wuf75-325,Q,20,2,500,0.01,0.95,51647,43892,0.1225,23,1009 516,0.01,299,13123708,0.01,299,13123708,,
wuf75-325\R,wuf75-325,R,20,200,500,0.01,0.95,96538,67257,0.091,32,2152 224,0.015,199,13384143,0.015,199,13384143,,
wuf75-325\Q,wuf75-325,Q,20,20,500,0.01,0.95,74093,55939,0.117,25,1398 475,0.01,299,16725761,0.01,299,16725761,,
wuf75-325\R,wuf75-325,R,20,2,500,0.01,0.95,51647,43839,0.08925,33,1446 687,0.005,598,26215722,0.005,598,26215722,,
wuf75-325\R,wuf75-325,R,20,20,500,0.01,0.95,74093,55905,0.09575,30,1677 150,0.005,598,33431190,0.005,598,33431190,,
wuf75-325\Q,wuf75-325,Q,20,200,500,0.01,0.95,96538,67314,0.11875,24,1615 536,0.005,598,40253772,0.005,598,40253772,,
wuf75-325\Q,wuf75-325,Q,50,2,500,0.01,0.1,1151,1159,0.00076,3941,4567 619,0,1000000,1159000000,0,1000000,1159000000,0.02,07:41:10.4414108
wuf75-325\R,wuf75-325,R,50,2,500,0.01,0.1,1151,1159,0.00084,3565,4131 835,0,1000000,1159000000,0,1000000,1159000000,0.02,03:36:55.0882947
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.333,0.3,1489,1333,0,1000000,1333 000000,0,1000000,1333000000,0,1000000,1333000000,0.6,00:08:46.2345876
wuf75-325\R,wuf75-325,R,50,2,1000,0.333,0.3,1489,1333,0,1000000,1333 000000,0,1000000,1333000000,0,1000000,1333000000,0.6,00:06:41.2586829
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.1,0.3,2488,2202,0.0016,1871,4119 942,0,1000000,2202000000,0,1000000,2202000000,0.18,00:09:40.9481182
wuf75-325\R,wuf75-325,R,50,2,1000,0.1,0.3,2488,2202,0.0004,7488,16488 576,0,1000000,2202000000,0,1000000,2202000000,0.18,00:10:44.2081217
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.1,2301,2360,0.0084,356,840160,0,1000000,2360000000,0,1000000,2360000000,0.02,01:31:29.3942430
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.1,2301,2360,0.0076,393,927480,0,1000000,2360000000,0,1000000,2360000000,0.02,00:49:11.3050688
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.0333,0.3,3402,3104,0.0088,339,1052 256,0,1000000,3104000000,0,1000000,3104000000,0.054,00:24:02.0861594
wuf75-325\R,wuf75-325,R,50,2,1000,0.0333,0.3,3402,3105,0.0028,1069,3319 245,0,1000000,3105000000,0,1000000,3105000000,0.054,00:18:42.0219301
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.3,4401,4039,0.0144,207,836073,0,1000000,4039000000,0,1000000,4039000000,0.0162,01:20:43.1563933
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.3,4401,4040,0.016,186,751440,0,1000000,4040000000,0,1000000,4040000000,0.0162,01:03:35.6520119
wuf75-325\R,wuf75-325,R,50,2,1000,0.00333,0.3,5314,5006,0.0164,182,911092,0,1000000,5006000000,0,1000000,5006000000,0.00486,00:09:44.1994552
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.00333,0.3,5314,5007,0.0232,128,640896,0,1000000,5007000000,0,1000000,5007000000,0.00486,00:31:11.3911614
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.001,0.3,6313,5984,0.0224,133,795872,0,1000000,5984000000,0,1000000,5984000000,0.001458,00:23:07.7431341
wuf75-325\R,wuf75-325,R,50,2,1000,0.001,0.3,6313,5986,0.018,165,987690,0,1000000,5986000000,0,1000000,5986000000,0.001458,00:16:32.2237758
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.7,14855,12448,0.0472,62,771776,0,1000000,12448000000,0,1000000,12448000000,0.0135645,02:51:18.4260160
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.7,14855,12454,0.0552,53,660062,0,1000000,12454000000,0,1000000,12454000000,0.0135645,02:44:19.0243424
wuf75-325\R,wuf75-325,R,50,2,1000,0.333,0.9,17015,12784,0.0012,2495,31896 080,0,1000000,12784000000,0,1000000,12784000000,0.333544,00:37:39.4295141
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.333,0.9,17015,12789,0.0004,7488,95764 032,0,1000000,12789000000,0,1000000,12789000000,0.333544,05:09:53.1178374
wuf75-325\R,wuf75-325,R,50,2,1000,0.1,0.9,28433,22569,0.0644,46,1038 174,0,1000000,22569000000,0,1000000,22569000000,0.10467,01:06:47.7551554
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.1,0.9,28433,22584,0.074,39,880776,0,1000000,22584000000,0,1000000,22584000000,0.10467,03:08:46.6056959
wuf75-325\R,wuf75-325,R,50,2,1000,0.0333,0.9,38870,31714,0.094,31,983134,0,1000000,31714000000,0,1000000,31714000000,0.036496,07:11:21.2767848
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.0333,0.9,38870,31726,0.1036,28,888328,0,1000000,31726000000,0,1000000,31726000000,0.036496,07:18:48.1390785
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.9,50288,42977,0.1152,25,1074 425,0,1000000,42977000000,0,1000000,42977000000,0.0141393,07:13:10.0704512
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.9,50288,42990,0.1088,27,1160 730,0,1000000,42990000000,0,1000000,42990000000,0.0141393,01:12:54.5356043
wuf75-325\Q,wuf75-325,Q,50,2,500,0.01,0.95,51647,43892,0.1176,24,1053 408,0,1000000,43892000000,0,1000000,43892000000,0.0145377,03:05:48.9179128
wuf75-325\R,wuf75-325,R,50,2,500,0.01,0.95,51647,43894,0.1072,27,1185 138,0,1000000,43894000000,0,1000000,43894000000,0.0145377,03:05:34.1233591
wuf75-325\R,wuf75-325,R,50,2,1000,0.00333,0.9,60724,52666,0.104,28,1474 648,0,1000000,52666000000,0,1000000,52666000000,0.0127254,01:23:24.4115650
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.00333,0.9,60724,52671,0.1192,24,1264 104,0,1000000,52671000000,0,1000000,52671000000,0.0127254,04:56:40.4573014
wuf75-325\R,wuf75-325,R,50,2,1000,0.001,0.9,72142,64470,0.108,27,1740 690,0,1000000,64470000000,0,1000000,64470000000,0.0127254,03:28:50.9695854
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.001,0.9,72142,64478,0.1208,24,1547 472,0,1000000,64478000000,0,1000000,64478000000,0.0127254,04:14:03.0615706
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.95,103295,87865,0.158,18,1581 570,0,1000000,87865000000,0,1000000,87865000000,0.0187879,09:13:54.8803566
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.95,103295,87881,0.1464,19,1669 739,0,1000000,87881000000,0,1000000,87881000000,0.0187879,09:10:35.3569505
wuf75-325\R,wuf75-325,R,50,2,2000,0.01,0.95,206589,175788,0.1736,16,2812 608,0,1000000,175788000000,0,1000000,175788000000,0.0269038,04:49:38.4696079
wuf75-325\Q,wuf75-325,Q,50,2,2000,0.01,0.95,206589,175892,0.2156,13,2286 596,0,1000000,175892000000,0,1000000,175892000000,0.0269038,04:50:05.2108593
wuf75-325\R,wuf75-325,R,50,2,4000,0.01,0.95,413178,351921,0.254,11,3871 131,0,1000000,351921000000,0,1000000,351921000000,0.0426875,18:36:29.4478945
wuf75-325\Q,wuf75-325,Q,50,2,4000,0.01,0.95,413178,351961,0.2804,10,3519 610,0,1000000,351961000000,0,1000000,351961000000,0.0426875,21:46:10.0380126
wuf75-325\Q,wuf75-325,Q,50,2,1000,0.01,0.99,527178,447222,0.3036,9,4024 998,0,1000000,447222000000,0,1000000,447222000000,0.0525981,1.14:17:58.0580429
wuf75-325\R,wuf75-325,R,50,2,1000,0.01,0.99,527178,447285,0.28,10,4472 850,0,1000000,447285000000,0,1000000,447285000000,0.0570018,1.15:10:35.1329361
